transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
1515,"February 4, 2023",21:49:00,107,Female,49,Clothing,3,300,135,900
304,"March 23, 2023",18:35:00,59,Female,37,Electronics,2,30,15.6,60
676,"July 10, 2023",22:13:00,80,Male,63,Electronics,3,500,205,1500
686,"January 6, 2022",17:14:00,68,Female,28,Electronics,4,50,23.5,200
698,"March 17, 2022",20:56:00,116,Female,64,Electronics,1,300,123,300
1304,"September 26, 2022",22:19:00,4,Female,37,Electronics,2,30,9.3,60
1676,"September 21, 2023",20:22:00,91,Male,63,Electronics,3,500,210,1500
1686,"December 10, 2023",20:41:00,151,Female,28,Electronics,4,50,26,200
1698,"April 7, 2022",21:50:00,146,Female,64,Electronics,1,300,105,300
709,"September 22, 2022",22:32:00,61,Female,19,Electronics,2,500,140,1000
1709,"September 13, 2023",20:22:00,97,Female,19,Electronics,2,500,185,1000
114,"April 17, 2022",20:57:00,92,Female,22,Beauty,4,25,9.25,100
359,"December 15, 2022",21:49:00,122,Male,50,Clothing,1,50,22.5,50
1114,"August 18, 2022",22:19:00,100,Female,22,Beauty,4,25,12,100
1359,"May 17, 2022",22:21:00,55,Male,50,Clothing,1,50,19,50
773,"January 14, 2023",19:10:00,3,Male,25,Electronics,4,500,175,2000
1773,"December 12, 2023",18:50:00,80,Male,25,Electronics,4,500,165,2000
127,"May 20, 2023",19:37:00,40,Female,33,Clothing,2,25,7.5,50
213,"August 13, 2023",20:48:00,113,Male,27,Beauty,3,500,275,1500
487,"April 9, 2023",21:03:00,36,Male,44,Clothing,4,500,235,2000
495,"June 24, 2022",21:06:00,131,Male,24,Beauty,2,30,11.7,60
605,"October 19, 2023",22:24:00,76,Male,37,Electronics,2,500,180,1000
1127,"March 15, 2022",19:26:00,87,Female,33,Clothing,2,25,13,50
1213,"June 21, 2023",17:23:00,41,Male,27,Beauty,3,500,185,1500
1487,"February 1, 2023",19:01:00,131,Male,44,Clothing,4,500,140,2000
1495,"March 14, 2023",22:37:00,113,Male,24,Beauty,2,30,16.2,60
1605,"January 24, 2022",19:39:00,2,Male,37,Electronics,2,500,165,1000
105,"June 18, 2023",18:05:00,82,Female,22,Electronics,1,500,230,500
299,"January 25, 2023",20:03:00,76,Male,61,Electronics,2,500,230,1000
934,"November 22, 2022",18:20:00,111,Male,30,Beauty,1,500,240,500
1105,"November 12, 2022",19:09:00,19,Female,22,Electronics,1,500,270,500
1299,"May 8, 2022",18:58:00,11,Male,61,Electronics,2,500,250,1000
1934,"September 8, 2022",17:06:00,69,Male,30,Beauty,1,500,150,500
270,"December 17, 2022",17:46:00,84,Male,43,Electronics,1,300,117,300
338,"February 5, 2022",21:26:00,44,Male,54,Beauty,2,50,20,100
543,"April 16, 2022",20:30:00,121,Male,49,Beauty,2,300,75,600
1270,"August 25, 2022",22:54:00,84,Male,43,Electronics,1,300,108,300
1338,"January 25, 2022",19:55:00,31,Male,54,Beauty,2,50,19,100
1543,"October 3, 2022",22:40:00,73,Male,49,Beauty,2,300,123,600
557,"September 27, 2023",20:01:00,155,Female,20,Beauty,3,30,12.9,90
702,"March 3, 2023",17:18:00,66,Female,60,Clothing,2,300,78,600
864,"July 31, 2023",22:16:00,139,Female,51,Electronics,1,500,215,500
1557,"August 4, 2022",17:01:00,14,Female,20,Beauty,3,30,10.2,90
1702,"July 31, 2023",21:54:00,102,Female,60,Clothing,2,300,87,600
1864,"April 30, 2023",21:00:00,112,Female,51,Electronics,1,500,190,500
254,"December 14, 2022",22:45:00,104,Male,41,Electronics,1,500,165,500
295,"February 1, 2022",20:23:00,80,Female,27,Beauty,3,300,105,900
457,"November 28, 2022",22:49:00,38,Female,58,Beauty,3,300,147,900
668,"June 17, 2022",20:33:00,135,Female,62,Electronics,3,50,24.5,150
850,"September 14, 2023",19:01:00,58,Female,26,Beauty,2,500,235,1000
1254,"April 12, 2023",18:24:00,86,Male,41,Electronics,1,500,180,500
1295,"November 4, 2023",19:28:00,86,Female,27,Beauty,3,300,81,900
1457,"March 25, 2023",21:31:00,140,Female,58,Beauty,3,300,108,900
1668,"March 13, 2023",21:40:00,132,Female,62,Electronics,3,50,14,150
1850,"February 16, 2022",20:44:00,154,Female,26,Beauty,2,500,240,1000
541,"December 25, 2022",18:37:00,39,Male,56,Beauty,1,500,215,500
980,"October 14, 2022",19:51:00,147,Female,31,Electronics,3,25,12.5,75
1541,"October 2, 2023",22:17:00,57,Male,56,Beauty,1,500,195,500
1980,"August 23, 2023",20:30:00,112,Female,31,Electronics,3,25,6.5,75
262,"September 15, 2023",20:33:00,30,Female,32,Beauty,4,30,12.6,120
467,"January 24, 2022",22:39:00,151,Female,53,Electronics,3,50,14.5,150
1262,"August 13, 2022",20:33:00,127,Female,32,Beauty,4,30,8.4,120
1467,"August 13, 2023",19:31:00,89,Female,53,Electronics,3,50,14,150
463,"January 29, 2023",20:22:00,55,Female,54,Beauty,3,500,175,1500
1463,"July 29, 2022",19:45:00,98,Female,54,Beauty,3,500,170,1500
598,"June 23, 2022",17:02:00,7,Male,37,Beauty,4,30,11.1,120
667,"December 1, 2022",18:46:00,22,Female,29,Electronics,1,500,190,500
672,"February 17, 2022",19:44:00,1,Female,34,Beauty,2,50,27.5,100
1598,"January 15, 2023",19:17:00,126,Male,37,Beauty,4,30,9.9,120
1667,"July 4, 2022",19:09:00,40,Female,29,Electronics,1,500,125,500
1672,"March 28, 2023",22:34:00,87,Female,34,Beauty,2,50,15.5,100
949,"June 20, 2023",20:28:00,21,Female,41,Electronics,2,25,9,50
1949,"November 11, 2022",20:24:00,105,Female,41,Electronics,2,25,12.5,50
27,"December 14, 2023",19:44:00,39,Female,38,Beauty,2,25,8.25,50
347,"March 26, 2022",19:31:00,26,Male,42,Electronics,1,25,7,25
687,"June 27, 2022",17:14:00,86,Female,53,Electronics,1,300,150,300
1027,"April 30, 2022",21:00:00,131,Female,38,Beauty,2,25,7.5,50
1347,"November 21, 2023",21:55:00,7,Male,42,Electronics,1,25,13,25
1687,"February 17, 2023",22:27:00,102,Female,53,Electronics,1,300,81,300
549,"November 3, 2022",19:39:00,114,Female,50,Beauty,2,50,12.5,100
675,"July 19, 2023",18:10:00,26,Female,45,Clothing,2,30,15.9,60
730,"February 20, 2022",19:38:00,131,Female,36,Clothing,2,25,13.25,50
798,"January 20, 2023",21:19:00,73,Male,61,Clothing,1,50,15,50
1549,"November 15, 2023",19:25:00,109,Female,50,Beauty,2,50,14.5,100
1675,"May 17, 2022",19:55:00,152,Female,45,Clothing,2,30,16.2,60
1730,"August 14, 2023",19:17:00,116,Female,36,Clothing,2,25,10.75,50
1798,"July 18, 2023",20:26:00,96,Male,61,Clothing,1,50,20,50
13,"February 8, 2023",17:43:00,106,Male,22,Electronics,3,500,245,1500
35,"October 29, 2022",17:30:00,122,Female,58,Beauty,3,300,126,900
140,"July 7, 2022",20:20:00,61,Male,38,Electronics,1,30,14.4,30
206,"September 2, 2022",18:18:00,31,Male,61,Clothing,1,25,11.75,25
261,"February 6, 2022",17:48:00,16,Male,21,Clothing,2,25,8.25,50
279,"August 10, 2023",17:29:00,38,Male,50,Clothing,1,500,210,500
308,"March 31, 2022",19:12:00,130,Female,34,Beauty,4,300,126,1200
418,"April 1, 2022",18:05:00,95,Female,60,Electronics,2,500,155,1000
1013,"July 16, 2022",19:38:00,111,Male,22,Electronics,3,500,200,1500
1035,"April 26, 2023",21:56:00,52,Female,58,Beauty,3,300,105,900
1140,"May 22, 2022",19:26:00,154,Male,38,Electronics,1,30,15.9,30
1206,"May 14, 2023",19:45:00,68,Male,61,Clothing,1,25,8.5,25
1261,"September 27, 2022",21:19:00,116,Male,21,Clothing,2,25,6.25,50
1279,"April 21, 2022",22:55:00,116,Male,50,Clothing,1,500,170,500
1308,"June 19, 2023",22:39:00,91,Female,34,Beauty,4,300,150,1200
1418,"September 17, 2022",18:19:00,68,Female,60,Electronics,2,500,215,1000
612,"February 23, 2022",19:06:00,77,Female,61,Electronics,1,500,235,500
875,"November 30, 2023",21:47:00,134,Female,51,Electronics,4,500,135,2000
1612,"December 18, 2022",21:14:00,140,Female,61,Electronics,1,500,230,500
1875,"June 3, 2022",22:42:00,141,Female,51,Electronics,4,500,165,2000
430,"May 23, 2023",18:36:00,100,Female,43,Electronics,3,300,153,900
633,"July 6, 2023",22:20:00,35,Male,39,Beauty,4,30,12.3,120
1430,"October 31, 2023",18:25:00,22,Female,43,Electronics,3,300,132,900
1633,"December 31, 2022",18:18:00,152,Male,39,Beauty,4,30,11.4,120
125,"September 28, 2022",18:48:00,137,Male,48,Clothing,2,50,19,100
716,"August 13, 2023",19:51:00,137,Female,60,Clothing,4,300,108,1200
790,"April 13, 2023",20:47:00,29,Male,62,Clothing,1,25,9.25,25
960,"March 29, 2023",19:01:00,134,Male,59,Clothing,2,30,14.4,60
1125,"November 12, 2023",17:51:00,79,Male,48,Clothing,2,50,21.5,100
1716,"February 12, 2022",19:16:00,39,Female,60,Clothing,4,300,87,1200
1790,"May 14, 2023",20:52:00,147,Male,62,Clothing,1,25,7.5,25
1960,"June 29, 2022",22:04:00,67,Male,59,Clothing,2,30,13.2,60
259,"March 11, 2023",20:26:00,93,Female,45,Clothing,4,50,22.5,200
443,"September 19, 2023",20:25:00,98,Male,29,Clothing,2,300,114,600
529,"November 29, 2022",17:43:00,46,Female,35,Clothing,3,50,20.5,150
563,"December 21, 2022",18:40:00,150,Male,20,Clothing,2,30,16.2,60
1259,"November 3, 2022",17:31:00,105,Female,45,Clothing,4,50,21,200
1443,"June 18, 2022",19:37:00,81,Male,29,Clothing,2,300,147,600
1529,"September 17, 2022",22:38:00,105,Female,35,Clothing,3,50,17,150
1563,"October 13, 2022",17:44:00,22,Male,20,Clothing,2,30,15.3,60
801,"December 1, 2022",17:14:00,153,Male,21,Clothing,4,50,19,200
1801,"July 10, 2022",22:01:00,148,Male,21,Clothing,4,50,13.5,200
160,"July 20, 2022",17:08:00,127,Female,43,Clothing,2,50,26.5,100
508,"July 5, 2023",22:52:00,32,Male,58,Beauty,2,300,123,600
807,"January 26, 2023",19:49:00,91,Female,50,Electronics,4,50,15.5,200
1160,"August 20, 2023",19:20:00,105,Female,43,Clothing,2,50,14,100
1508,"April 8, 2022",20:32:00,90,Male,58,Beauty,2,300,81,600
1807,"August 4, 2022",22:15:00,19,Female,50,Electronics,4,50,22,200
511,"December 23, 2023",18:19:00,146,Male,45,Beauty,2,50,24.5,100
521,"October 28, 2023",19:56:00,133,Female,47,Clothing,4,30,8.7,120
695,"April 3, 2022",22:12:00,52,Female,22,Electronics,3,50,21,150
816,"September 27, 2023",19:29:00,133,Male,47,Beauty,2,500,240,1000
1511,"April 9, 2022",21:36:00,45,Male,45,Beauty,2,50,13.5,100
1521,"July 23, 2023",19:08:00,30,Female,47,Clothing,4,30,12.9,120
1695,"September 21, 2023",20:51:00,85,Female,22,Electronics,3,50,23,150
1816,"June 17, 2022",22:30:00,52,Male,47,Beauty,2,500,245,1000
217,"May 2, 2022",17:01:00,17,Female,35,Electronics,4,50,26.5,200
384,"April 10, 2022",19:53:00,127,Male,55,Clothing,1,500,145,500
1217,"October 16, 2023",19:28:00,70,Female,35,Electronics,4,50,18,200
1384,"December 17, 2023",20:23:00,106,Male,55,Clothing,1,500,260,500
648,"February 23, 2023",18:13:00,41,Male,53,Beauty,4,300,138,1200
926,"October 6, 2023",22:53:00,53,Male,22,Electronics,1,30,15.6,30
1648,"July 10, 2023",17:18:00,16,Male,53,Beauty,4,300,87,1200
1926,"August 7, 2023",20:22:00,74,Male,22,Electronics,1,30,9.6,30
285,"December 1, 2023",18:14:00,107,Female,31,Electronics,1,25,13.5,25
427,"November 16, 2023",21:26:00,120,Male,25,Electronics,1,25,11.75,25
569,"April 29, 2022",20:49:00,132,Male,52,Electronics,4,50,19,200
570,"June 9, 2022",22:53:00,91,Male,49,Clothing,1,500,185,500
630,"March 21, 2023",17:29:00,94,Male,42,Clothing,2,50,25.5,100
957,"June 19, 2023",19:00:00,105,Female,60,Electronics,4,30,9.3,120
1285,"June 1, 2023",21:55:00,130,Female,31,Electronics,1,25,12.25,25
1427,"July 15, 2023",18:36:00,92,Male,25,Electronics,1,25,11.5,25
1569,"November 30, 2023",21:07:00,35,Male,52,Electronics,4,50,18,200
1570,"June 15, 2023",22:32:00,109,Male,49,Clothing,1,500,170,500
1630,"May 22, 2022",17:22:00,95,Male,42,Clothing,2,50,16,100
1957,"October 25, 2022",19:00:00,75,Female,60,Electronics,4,30,14.7,120
635,"December 4, 2022",21:03:00,89,Female,63,Electronics,3,300,129,900
1635,"April 17, 2023",18:08:00,36,Female,63,Electronics,3,300,159,900
29,"March 8, 2022",20:10:00,31,Female,42,Electronics,1,30,13.5,30
277,"July 3, 2023",22:10:00,139,Male,36,Clothing,4,25,12.25,100
859,"September 20, 2022",21:52:00,46,Female,56,Electronics,3,500,190,1500
1029,"July 18, 2023",19:23:00,117,Female,42,Electronics,1,30,12.3,30
1277,"October 17, 2023",21:20:00,80,Male,36,Clothing,4,25,12.75,100
1859,"September 14, 2022",20:58:00,32,Female,56,Electronics,3,500,205,1500
638,"January 10, 2023",19:52:00,154,Male,46,Electronics,1,500,190,500
823,"December 3, 2023",17:42:00,66,Female,56,Electronics,2,50,25,100
956,"April 24, 2023",21:50:00,140,Male,30,Clothing,3,500,135,1500
981,"February 5, 2022",21:08:00,5,Female,30,Electronics,2,30,12.9,60
1638,"August 13, 2022",18:26:00,37,Male,46,Electronics,1,500,155,500
1823,"November 8, 2022",22:28:00,58,Female,56,Electronics,2,50,26.5,100
1956,"June 1, 2023",20:40:00,62,Male,30,Clothing,3,500,170,1500
1981,"June 5, 2022",22:50:00,19,Female,30,Electronics,2,30,11.7,60
219,"September 16, 2023",22:34:00,79,Female,53,Electronics,3,30,10.2,90
1219,"November 2, 2022",21:47:00,149,Female,53,Electronics,3,30,11.1,90
73,"January 14, 2022",21:47:00,42,Male,29,Electronics,3,30,9,90
162,"April 11, 2023",19:37:00,118,Male,39,Clothing,2,30,9,60
306,"January 4, 2022",22:05:00,148,Male,54,Electronics,1,50,26.5,50
725,"September 21, 2023",20:32:00,2,Male,61,Electronics,1,300,153,300
880,"September 26, 2023",20:13:00,63,Male,22,Beauty,2,500,175,1000
992,"October 15, 2023",19:34:00,134,Female,57,Electronics,2,30,7.8,60
1073,"February 21, 2022",18:16:00,82,Male,29,Electronics,3,30,15.3,90
1162,"July 13, 2022",17:08:00,101,Male,39,Clothing,2,30,12.6,60
1306,"November 11, 2023",20:57:00,122,Male,54,Electronics,1,50,18.5,50
1725,"May 16, 2022",21:02:00,109,Male,61,Electronics,1,300,105,300
1880,"June 14, 2023",20:03:00,37,Male,22,Beauty,2,500,175,1000
1992,"May 19, 2023",21:35:00,70,Female,57,Electronics,2,30,8.7,60
597,"November 1, 2022",19:29:00,84,Male,22,Beauty,4,300,111,1200
622,"October 16, 2022",22:00:00,155,Female,49,Beauty,3,25,6.25,75
1597,"August 28, 2023",18:21:00,32,Male,22,Beauty,4,300,78,1200
1622,"April 22, 2023",21:28:00,54,Female,49,Beauty,3,25,11.75,75
116,"June 22, 2023",20:04:00,58,Female,23,Clothing,1,30,15,30
364,"June 7, 2022",19:06:00,98,Female,19,Beauty,1,500,200,500
368,"January 31, 2023",21:11:00,90,Female,56,Clothing,4,300,132,1200
1116,"August 15, 2022",22:26:00,145,Female,23,Clothing,1,30,12.3,30
1364,"September 23, 2023",17:04:00,72,Female,19,Beauty,1,500,250,500
1368,"March 8, 2022",21:29:00,145,Female,56,Clothing,4,300,132,1200
50,"March 29, 2022",18:51:00,71,Female,27,Beauty,3,25,10.5,75
479,"November 3, 2022",21:35:00,90,Male,52,Electronics,4,300,105,1200
804,"December 11, 2023",17:12:00,99,Male,42,Electronics,1,30,10.8,30
1050,"December 10, 2022",20:15:00,24,Female,27,Beauty,3,25,11.25,75
1479,"May 31, 2022",22:24:00,108,Male,52,Electronics,4,300,162,1200
1804,"January 10, 2023",22:46:00,74,Male,42,Electronics,1,30,14.7,30
92,"March 21, 2022",19:41:00,10,Female,51,Electronics,4,30,8.7,120
282,"October 5, 2023",17:39:00,10,Female,64,Electronics,4,50,56,200
718,"November 2, 2023",20:25:00,154,Female,59,Beauty,3,25,25,75
1092,"May 3, 2022",20:15:00,58,Female,51,Electronics,4,30,31.5,120
1282,"February 20, 2023",20:05:00,23,Female,64,Electronics,4,50,48.5,200
1718,"October 25, 2023",19:03:00,20,Female,59,Beauty,3,25,25.5,75
617,"August 6, 2022",19:12:00,30,Male,34,Electronics,1,30,28.5,30
624,"February 5, 2022",19:08:00,48,Female,34,Beauty,3,300,342,900
825,"January 8, 2022",17:27:00,51,Female,46,Beauty,1,25,27.25,25
1617,"May 1, 2022",17:09:00,77,Male,34,Electronics,1,30,35.1,30
1624,"November 18, 2022",20:48:00,121,Female,34,Beauty,3,300,363,900
1825,"August 30, 2023",18:34:00,105,Female,46,Beauty,1,25,27,25
568,"August 11, 2023",20:03:00,32,Female,51,Electronics,1,300,372,300
671,"September 23, 2023",19:51:00,2,Male,62,Electronics,3,50,61.5,150
756,"July 17, 2023",20:33:00,4,Female,62,Electronics,4,300,333,1200
815,"April 5, 2023",21:15:00,139,Female,51,Clothing,3,25,23.75,75
1568,"October 9, 2022",22:34:00,51,Female,51,Electronics,1,300,336,300
1671,"February 28, 2023",20:55:00,47,Male,62,Electronics,3,50,62.5,150
1756,"May 12, 2022",22:16:00,119,Female,62,Electronics,4,300,297,1200
1815,"May 24, 2023",22:19:00,6,Female,51,Clothing,3,25,30.5,75
146,"November 10, 2022",22:01:00,74,Male,38,Clothing,4,50,49,200
263,"May 4, 2022",21:48:00,133,Male,23,Beauty,2,30,34.8,60
704,"September 11, 2023",22:40:00,141,Female,62,Clothing,3,30,34.8,90
1146,"October 9, 2023",21:11:00,52,Male,38,Clothing,4,50,60,200
1263,"September 7, 2022",20:49:00,47,Male,23,Beauty,2,30,35.4,60
1704,"September 16, 2022",20:07:00,155,Female,62,Clothing,3,30,30.3,90
476,"December 12, 2023",18:31:00,131,Female,27,Clothing,4,500,570,2000
733,"October 25, 2022",21:07:00,143,Male,34,Beauty,1,30,28.5,30
924,"September 17, 2022",22:18:00,151,Male,55,Beauty,2,50,55,100
984,"November 20, 2023",19:29:00,83,Male,56,Clothing,1,500,480,500
1476,"November 11, 2022",22:27:00,130,Female,27,Clothing,4,500,555,2000
1733,"September 3, 2023",20:52:00,146,Male,34,Beauty,1,30,36.6,30
1924,"November 28, 2022",22:25:00,107,Male,55,Beauty,2,50,54.5,100
1984,"September 9, 2023",20:10:00,126,Male,56,Clothing,1,500,530,500
251,"September 15, 2022",21:00:00,141,Female,57,Beauty,4,50,62.5,200
253,"September 30, 2022",21:26:00,66,Female,53,Clothing,4,500,525,2000
574,"September 17, 2023",20:12:00,24,Female,63,Electronics,2,25,24.75,50
751,"November 8, 2023",19:58:00,115,Female,42,Clothing,2,25,24.75,50
871,"November 2, 2023",23:00:00,57,Male,62,Beauty,2,30,33.9,60
1251,"September 11, 2022",21:08:00,137,Female,57,Beauty,4,50,57.5,200
1253,"December 3, 2023",19:58:00,108,Female,53,Clothing,4,500,605,2000
1574,"October 26, 2022",21:51:00,150,Female,63,Electronics,2,25,24.75,50
1751,"December 27, 2023",22:09:00,99,Female,42,Clothing,2,25,30.25,50
1871,"September 26, 2022",18:39:00,41,Male,62,Beauty,2,30,30.6,60
200,"October 9, 2022",22:29:00,130,Male,27,Beauty,3,50,60,150
594,"September 7, 2023",21:49:00,72,Female,19,Electronics,2,300,291,600
637,"December 2, 2022",18:54:00,21,Male,43,Clothing,2,300,321,600
855,"November 21, 2022",19:43:00,13,Male,54,Beauty,1,25,25.75,25
1200,"October 18, 2023",19:04:00,20,Male,27,Beauty,3,50,54.5,150
1594,"October 1, 2023",19:02:00,31,Female,19,Electronics,2,300,345,600
1637,"October 25, 2022",20:50:00,97,Male,43,Clothing,2,300,297,600
1855,"December 27, 2023",21:15:00,44,Male,54,Beauty,1,25,31.25,25
325,"September 16, 2023",22:02:00,6,Female,52,Electronics,2,25,31.25,50
682,"October 23, 2023",20:51:00,60,Male,46,Beauty,4,300,354,1200
931,"October 7, 2023",21:34:00,48,Male,30,Beauty,4,30,29.1,120
1325,"October 11, 2022",19:47:00,18,Female,52,Electronics,2,25,26.75,50
1682,"December 30, 2022",19:30:00,71,Male,46,Beauty,4,300,315,1200
1931,"December 1, 2022",19:15:00,61,Male,30,Beauty,4,30,34.2,120
925,"December 20, 2022",17:12:00,54,Male,25,Electronics,1,300,315,300
1925,"December 21, 2023",17:05:00,81,Male,25,Electronics,1,300,366,300
297,"September 12, 2022",21:09:00,70,Female,40,Electronics,2,500,595,1000
1297,"October 20, 2023",22:32:00,21,Female,40,Electronics,2,500,535,1000
814,"October 1, 2022",20:33:00,96,Female,59,Clothing,1,500,540,500
894,"September 22, 2022",22:53:00,111,Male,52,Electronics,1,30,30.6,30
1814,"September 7, 2022",17:53:00,43,Female,59,Clothing,1,500,620,500
1894,"December 29, 2023",18:11:00,92,Male,52,Electronics,1,30,30,30
194,"October 11, 2023",19:27:00,116,Male,55,Clothing,4,50,51.5,200
245,"December 1, 2023",21:41:00,75,Male,47,Clothing,3,30,36,90
296,"December 31, 2022",22:44:00,73,Female,22,Clothing,4,300,369,1200
644,"October 13, 2022",21:49:00,107,Male,23,Beauty,3,25,29,75
696,"October 9, 2023",18:05:00,24,Female,50,Clothing,4,50,48.5,200
1194,"October 9, 2023",22:06:00,130,Male,55,Clothing,4,50,61.5,200
1245,"October 25, 2022",20:47:00,129,Male,47,Clothing,3,30,36,90
1296,"November 26, 2022",20:42:00,45,Female,22,Clothing,4,300,342,1200
1644,"September 11, 2022",19:32:00,124,Male,23,Beauty,3,25,28.75,75
1696,"November 21, 2022",17:59:00,24,Female,50,Clothing,4,50,55,200
312,"October 31, 2022",18:08:00,18,Male,41,Clothing,4,30,28.5,120
692,"September 30, 2022",19:48:00,110,Female,64,Clothing,2,50,49.5,100
835,"September 30, 2022",23:00:00,49,Male,37,Clothing,4,50,60,200
1312,"December 3, 2022",17:28:00,73,Male,41,Clothing,4,30,29.1,120
1692,"October 11, 2023",19:50:00,103,Female,64,Clothing,2,50,59.5,100
1835,"September 18, 2022",20:58:00,98,Male,37,Clothing,4,50,49.5,200
183,"September 1, 2022",19:22:00,28,Female,43,Beauty,3,300,375,900
413,"November 28, 2023",21:52:00,60,Female,44,Beauty,3,25,25.5,75
799,"October 1, 2023",19:44:00,86,Male,56,Electronics,2,50,60,100
851,"November 30, 2023",17:23:00,30,Male,32,Electronics,2,25,27.75,50
1183,"December 28, 2022",17:10:00,54,Female,43,Beauty,3,300,342,900
1413,"November 12, 2023",19:33:00,104,Female,44,Beauty,3,25,30.75,75
1799,"October 1, 2023",19:09:00,132,Male,56,Electronics,2,50,51,100
1851,"September 10, 2022",21:36:00,87,Male,32,Electronics,2,25,25,50
858,"September 8, 2023",18:48:00,85,Male,23,Electronics,2,50,50.5,100
919,"October 28, 2023",21:13:00,82,Female,22,Beauty,2,25,27.75,50
935,"September 10, 2022",21:16:00,2,Female,34,Beauty,1,50,55.5,50
1858,"September 14, 2023",20:47:00,49,Male,23,Electronics,2,50,52,100
1919,"October 25, 2022",17:54:00,78,Female,22,Beauty,2,25,26.5,50
1935,"December 16, 2022",22:40:00,96,Female,34,Beauty,1,50,47.5,50
132,"November 22, 2023",20:34:00,86,Male,42,Electronics,4,50,62,200
1132,"November 7, 2023",17:27:00,14,Male,42,Electronics,4,50,59,200
604,"September 16, 2022",19:34:00,139,Female,29,Electronics,4,50,50.5,200
832,"November 13, 2022",17:25:00,106,Male,47,Beauty,4,500,600,2000
1604,"December 29, 2022",18:43:00,2,Female,29,Electronics,4,50,56,200
1832,"November 10, 2023",21:17:00,57,Male,47,Beauty,4,500,480,2000
113,"October 8, 2022",19:14:00,72,Female,41,Electronics,2,25,26.25,50
1113,"December 8, 2023",17:41:00,141,Female,41,Electronics,2,25,27.75,50
165,"September 24, 2022",19:01:00,75,Female,60,Clothing,4,300,318,1200
1165,"December 1, 2023",17:04:00,29,Female,60,Clothing,4,300,291,1200
326,"November 23, 2023",19:51:00,108,Female,18,Clothing,3,25,24.25,75
1326,"September 1, 2023",22:35:00,66,Female,18,Clothing,3,25,28.75,75
19,"November 26, 2023",19:39:00,30,Female,62,Clothing,2,25,28.5,50
412,"September 4, 2022",19:36:00,30,Female,19,Electronics,4,500,570,2000
632,"October 25, 2023",20:13:00,78,Female,26,Electronics,4,25,24.75,100
1019,"December 14, 2023",21:22:00,56,Female,62,Clothing,2,25,25.75,50
1412,"October 13, 2022",19:59:00,75,Female,19,Electronics,4,500,615,2000
1632,"October 19, 2022",18:16:00,29,Female,26,Electronics,4,25,24.75,100
167,"September 21, 2023",20:58:00,73,Female,43,Clothing,3,50,49,150
172,"October 21, 2022",18:09:00,52,Male,32,Beauty,2,25,28,50
375,"September 22, 2023",17:32:00,25,Male,32,Clothing,1,50,52,50
538,"December 22, 2023",18:20:00,102,Male,18,Clothing,3,50,56.5,150
794,"November 2, 2022",21:47:00,145,Female,60,Beauty,1,300,315,300
1167,"September 29, 2023",21:21:00,9,Female,43,Clothing,3,50,54,150
1172,"October 19, 2022",21:12:00,150,Male,32,Beauty,2,25,28.5,50
1375,"October 1, 2022",17:50:00,79,Male,32,Clothing,1,50,59,50
1538,"September 12, 2022",20:57:00,21,Male,18,Clothing,3,50,53.5,150
1794,"December 22, 2022",19:40:00,26,Female,60,Beauty,1,300,351,300
131,"September 29, 2023",22:32:00,44,Female,21,Beauty,2,300,375,600
330,"October 11, 2022",20:18:00,116,Female,25,Beauty,4,50,55,200
494,"September 25, 2023",20:18:00,140,Female,42,Beauty,4,50,58,200
1131,"December 31, 2022",19:16:00,130,Female,21,Beauty,2,300,336,600
1330,"November 24, 2023",17:49:00,20,Female,25,Beauty,4,50,48,200
1494,"October 23, 2022",19:29:00,74,Female,42,Beauty,4,50,62.5,200
513,"October 21, 2022",18:31:00,85,Male,24,Electronics,4,25,24.5,100
573,"September 19, 2023",22:59:00,78,Male,49,Beauty,2,30,36.3,60
1513,"October 1, 2022",21:47:00,19,Male,24,Electronics,4,25,31,100
1573,"October 13, 2022",21:45:00,148,Male,49,Beauty,2,30,31.2,60
241,"December 19, 2023",20:21:00,108,Female,23,Electronics,3,25,26.75,75
579,"October 6, 2023",17:43:00,41,Female,38,Electronics,1,30,36.6,30
1241,"September 10, 2023",17:28:00,26,Female,23,Electronics,3,25,24.5,75
1579,"September 28, 2023",17:38:00,119,Female,38,Electronics,1,30,28.8,30
218,"November 24, 2022",20:39:00,144,Male,64,Beauty,3,30,33.9,90
846,"December 22, 2023",18:46:00,13,Male,42,Beauty,1,50,59.5,50
1218,"October 25, 2023",22:11:00,30,Male,64,Beauty,3,30,34.2,90
1846,"November 16, 2023",17:51:00,83,Male,42,Beauty,1,50,49.5,50
616,"December 31, 2022",19:18:00,122,Male,41,Clothing,2,50,49.5,100
1616,"September 22, 2022",18:41:00,121,Male,41,Clothing,2,50,59,100
523,"November 13, 2023",19:18:00,110,Female,62,Electronics,1,300,375,300
643,"October 5, 2022",22:26:00,63,Female,28,Electronics,3,30,28.8,90
1523,"December 31, 2023",20:40:00,150,Female,62,Electronics,1,300,330,300
1643,"October 17, 2023",21:47:00,12,Female,28,Electronics,3,30,33.3,90
351,"November 11, 2023",22:16:00,38,Female,56,Clothing,3,30,36.6,90
809,"December 14, 2022",22:51:00,124,Female,62,Beauty,2,50,50,100
954,"September 5, 2023",21:03:00,87,Female,50,Electronics,3,300,321,900
1351,"October 2, 2022",20:58:00,88,Female,56,Clothing,3,30,28.5,90
